sale_id,product_id,customer_id,quantity,price,date
2967,414,2511,1,245.35,2025-06-15
2968,437,1502,3,873.74,2025-06-15
2969,500,,5,932.15,2025-06-15
2970,67,2911,5,,2025-06-15
2971,27,812,1---,463.93 ,2025-06-15
2972,171,2179,1,914.96,2025-06-15
2973,269,2809,1,617.46,2025-06-15
2974,9,1128,2,606.63,2025-06-15
2975,391,1850,4,537.68,2025-06-15
2976,188,2568,4,908.84,2025-06-15
2977,28,1267,1,699.64,2025-06-15
2978,500,549,,932.15,2025-06-15
2979,29,2494,5,361.73,2025-06-15
2980,361,2806,3,319.21,2025-06-15
2981,368,2055,5,614.3,2025-06-15
2982,262,1348,2,75.74,2025-06-15
2983,112,2672,2,,2025-06-15
2984,141,2343,5,602.55,2025-06-15
2985,78,2300,2,555.77,2025-06-15
2986,428,2557,4,856.4,2025-06-15
2987,,2976,10,181.5,2025-06-15
2988,,1271,1,649.87,2025-06-15
2989,326,174,2,648.98,2025-06-15
2990,234,1812,3,604.44,2025-06-15
2991,193 ,1465,10,217.33,2025-06-15
2992,371---,1132,5,348.36,2025-06-15
2993,440,302,3,,2025-06-15
2994,306,499,3,132.33,2025-06-15
2995,312,2360 ,10,692.62,2025-06-15
2996,169,1207,3,257.94,2025-06-15
2997,83,,,706.86,2025-06-15
2998,117,,5,232.36,2025-06-15
2999,14,1857,2,546.15,2025-06-15
3000,383,1938,2,,2025-06-15
3001,414,2202,,245.35,2025-06-15
3002,35,2665,5,198.91,2025-06-15
3003,26,,1,,2025-06-15
3004,370,1759,1,604.48,2025-06-15
3005,297,2212,20,745.77??,2025-06-15
3006,126,1839,4,373.76 ,2025-06-15
3007,203,,2,897.73,2025-06-15
3008,4,2332,10,587.27,2025-06-15
3009,164,1090,4,,2025-06-15
3010,87,1416,1,379.38,2025-06-15
3011,277,42,4,840.11,2025-06-15
3012,320,937,1,438.03,2025-06-15
3013,299,2841,1,840.59---,2025-06-15
3014,346,2668,2,555.77,2025-06-15
3015,161,1371,,,2025-06-15
3016,122,,2,392.48,2025-06-15
3017,454,522,2,690.74,2025-06-15
3018,195,668,,410.16,2025-06-15
3019,158,964,4,872.08,2025-06-15
3020,107,2315,,585.54,2025-06-15
3021,490 ,2140,2,None ,2025-06-15
3022,100,1087,2,,2025-06-15
3023,399,34,1,773.65,2025-06-15
3024,318,2491,20,311.94,2025-06-15
3025,17,,2,1024.6,2025-06-15
3026,493,101,2,103.44??,2025-06-15
3027,125,914,1,186.6,2025-06-15
3028,242,150,1,732.54,2025-06-15
3029,275,,3,270.69,2025-06-15
3030,48,1578,2,,2025-06-15
3031,127,425,2 ,190.88,2025-06-15
3032,189,1845,2,1027.84,2025-06-15
3033,36,,4,752.87,2025-06-15
3034,,1414,5,198.91,2025-06-15
3035,133,1942,5,572.29,2025-06-15
3036,,1021,5,603.39,2025-06-15
3037,119,2255,3,1025.32,2025-06-15
3038,201,2977,5,199.44,2025-06-15
3039,69---,803,2,373.1,2025-06-15
3040,477,847,1,,2025-06-16
3041,174,736,1,503.59,2025-06-16
3042,480,2350,1,702.9,2025-06-16
3043,119,142??,1,1025.32??,2025-06-16
3044,347,1070,4,280.08,2025-06-16
3045,275,1681,1,270.69,2025-06-16
3046,262,251,4,75.74,2025-06-16
3047,288,1433,1,,2025-06-16
3048,52,138,1,782.67,2025-06-16
3049,94,585,5,996.96??,2025-06-16
3050,398,1412,2,229.92,2025-06-16
3051,25,477,1,357.09,2025-06-16
3052,455,1546,4,167.11,2025-06-16
3053,343,1440,2,806.55,2025-06-16
3054,364,566,2 ,531.62,2025-06-16
3055,486,2151,5 ,860.43,2025-06-16
3056,20,501,2,,2025-06-16
3057,94,1282,2,996.96 ,2025-06-16
3058,313,1741,1,256.73,2025-06-16
3059,495,1943,4,533.13,2025-06-16
3060,2,1912,1,566.23 ,2025-06-16
3061,14,2532 ,2,546.15,2025-06-16
3062,24,1142,1,891.92,2025-06-16
3063,209,,4 ,748.09,2025-06-16
3064,77,2830,2,975.6,2025-06-16
3065,287---,105,3,365.42,2025-06-16
3066,,2924,3,836.52,2025-06-16
3067,179,1551,2,355.87,2025-06-16
3068,355,1463,1,336.39,2025-06-16
3069,244,2306,1,951.6,2025-06-16
3070,254,344,2??,935.96,2025-06-16
3071,158,609,1,872.08,2025-06-16
3072,,2856,1,914.26,2025-06-16
3073,64,2046,4,149.34,2025-06-16
3074,114,2898,1,583.63,2025-06-16
3075,173,2210,1,722.69,2025-06-16
3076,321,,2,200.36,2025-06-16
3077,440,1160,4,,2025-06-16
3078,451,473,2,,2025-06-16
3079,304,2918,1,375.79,2025-06-16
3080,289,1574,2,,2025-06-16
3081,26,2448,20,,2025-06-16
3082,90---,1473,1,191.16,2025-06-16
3083,117,1103,,232.36,2025-06-16
3084,109,2618,1,731.8,2025-06-16
3085,276,1956,5,404.73,2025-06-16
3086,399,582,1,773.65,2025-06-16
3087,146,2564,2,266.77,2025-06-16
3088,304---,582,2,375.79,2025-06-16
3089,107,2917,,585.54,2025-06-16
3090,1,365,2,715.23,2025-06-16
3091,94,2573,3,996.96,2025-06-16
3092,346,34,1,555.77,2025-06-16
3093,85,2965,1---,181.5,2025-06-16
3094,39,,2---,228.38,2025-06-16
3095,114,2844,2,583.63---,2025-06-16
3096,,2636,2,465.22,2025-06-16
3097,459,2843,1,621.08,2025-06-16
3098,495,429,2,533.13,2025-06-16
3099,67 ,66,1,123.92,2025-06-16
3100,429---,715,3,299.59,2025-06-16
3101,325,2203,1,661.39,2025-06-16
3102,6,1458,5,284.23,2025-06-16
3103,237,228,20,,2025-06-16
3104,479,403,2,361.65,2025-06-16
3105,274,1921,2 ,186.15,2025-06-16
3106,356,241,1,511.55 ,2025-06-16
3107,190,1060,3,461.29,2025-06-16
3108,370,1164,1 ,604.48,2025-06-16
3109,244,1533,2,951.6,2025-06-16
3110,262,559,1,75.74,2025-06-16
3111,185,1123,1,542.3,2025-06-16
3112,106,1056---,2,207.59,2025-06-16
3113,325,1455,2,661.39 ,2025-06-16
3114,55,2460,2,182.86,2025-06-16
3115,484,1005,1,816.36,2025-06-16
3116,194,1723,1,154.3,2025-06-16
3117,,1405,1,533.13,2025-06-16
3118,60,777,20,606.21,2025-06-16
3119,172,2789,2,927.62,2025-06-16
3120,223,2641??,2,679.14,2025-06-16
3121,490,2868,,,2025-06-16
3122,342,2849,3 ,882.83,2025-06-16
3123,219,2376 ,2,604.87,2025-06-16
3124,106,2014,4,207.59,2025-06-16
3125,447,587---,2 ,,2025-06-16
3126,14,1642,5,546.15,2025-06-16
3127,341,39,2 ,389.03,2025-06-16
3128,454,1568,1,690.74,2025-06-16
3129,429,589,2,299.59,2025-06-16
3130,198??,2607,2,213.46,2025-06-16
3131,351,1647,10,787.87,2025-06-16
3132,417,2880,5,195.05,2025-06-16
3133,,1624,1,418.38,2025-06-16
3134,312,1388,4,692.62,2025-06-16
3135,266,2643,1,401.69,2025-06-16
3136,66,320,3,604.37,2025-06-16
3137,266,1256,3,401.69,2025-06-16
3138,423---,2461,10,712.19,2025-06-16
3139,,1842,5??,904.53,2025-06-16
3140,271,36,1,590.56,2025-06-16
3141,115---,,1,971.71---,2025-06-16
3142,365,,2,776.68,2025-06-16
3143,474,330,2,,2025-06-16
3144,328,474,2,413.2,2025-06-16
3145,393,1607,2,704.08,2025-06-16
3146,166,1456,5,906.51,2025-06-16
3147,478,91,2,537.53,2025-06-16
3148,98,1148,2,332.9,2025-06-16
3149,281,1454,1,186.79,2025-06-16
3150,36,198,2,752.87,2025-06-16
3151,181,303,5,508.98,2025-06-17
3152,497,1578,20,513.71,2025-06-17
3153,271,80,3,590.56,2025-06-17
3154,486,1051??,1,860.43,2025-06-17
3155,108??,1456,2,528.81,2025-06-17
3156,54??,1634,3 ,,2025-06-17
3157,,1790 ,10,105.21,2025-06-17
3158,411,2873,5,128.07,2025-06-17
3159,482,1768,3??,411.28,2025-06-17
3160,55,1252,1,182.86,2025-06-17
3161,,2724,2,154.3,2025-06-17
3162,44,381,1,460.78??,2025-06-17
3163,393,489,4,704.08---,2025-06-17
3164,433,1697,2,494.44,2025-06-17
3165,302,2895,1---,467.1,2025-06-17
3166,291,2590,1,722.08,2025-06-17
3167,128,1640??,5,816.32,2025-06-17
3168,398,961,1,229.92,2025-06-17
3169,126,1300,1,373.76 ,2025-06-17
3170,29,1657,1,361.73,2025-06-17
3171,90,689,2,191.16,2025-06-17
3172,116,2455,1,280.21,2025-06-17
3173,111,,4,629.21,2025-06-17
3174,125,805,4,186.6,2025-06-17
3175,472,943,2,105.21,2025-06-17
3176,129 ,876,4,392.23,2025-06-17
3177,246,1774,1,108.35,2025-06-17
3178,392,1248,10,,2025-06-17
3179,32,2685,2,478.74,2025-06-17
3180,58,1783,2,994.69,2025-06-17
3181,455,2738,2,167.11,2025-06-17
3182,212,2016,5,952.19,2025-06-17
3183,274,1294,3,,2025-06-17
3184,205,749,20,589.26,2025-06-17
3185,92,1469??,1,261.06,2025-06-17
3186,316,2928,2,466.97,2025-06-17
3187,332,1892,1,104.65,2025-06-17
3188,329,1645,3,589.72---,2025-06-17
3189,386,244,5,919.81 ,2025-06-17
3190,382,387,2 ,427.52,2025-06-17
3191,245,840,2---,676.36,2025-06-17
3192,92,1135,1,261.06,2025-06-17
3193,98,901,2,332.9,2025-06-17
3194,73,2033,1,,2025-06-17
3195,359,2448,,93.44,2025-06-17
3196,323,231,1,347.62,2025-06-17
3197,496,2657,1,660.1,2025-06-17
3198,128,2012,3,816.32,2025-06-17
3199,53,1397,4,552.85,2025-06-17
3200,169,2536,3,257.94,2025-06-17
3201,380,75,2,728.24,2025-06-17
3202,182,473,1,378.55,2025-06-17
3203,494,1781,3,510.63,2025-06-17
3204,264,2442,1,,2025-06-17
3205,463,577,3,,2025-06-17
3206,357,2047,2,159.21,2025-06-17
3207,,463,10,773.63,2025-06-17
3208,118,1135,1,737.58,2025-06-17
3209,352,372,10,638.9,2025-06-17
3210,334,2396,1,202.93??,2025-06-17
3211,292,2943,4,160.65,2025-06-17
3212,373,338,1,186.09,2025-06-17
3213,465,,5,441.81 ,2025-06-17
3214,302,2684,4,467.1,2025-06-17
3215,478,2538,1??,537.53,2025-06-17
3216,377,1908,3,588.92,2025-06-17
3217,455,1385,1,167.11,2025-06-17
3218,111,92,3,629.21,2025-06-17
3219,185,,,542.3---,2025-06-17
3220,478,1350,1,537.53,2025-06-17
3221,26,1319,1,,2025-06-17
3222,150,759,5,719.4,2025-06-17
3223,351,121,5,787.87,2025-06-17
3224,129,2634,2,392.23---,2025-06-17
3225,121,1143,2,,2025-06-17
3226,371,740,10,348.36??,2025-06-17
3227,79,1352,2,567.8,2025-06-17
3228,467,602,4,943.44,2025-06-17
3229,204,2058,3,,2025-06-17
3230,466,2014??,,760.02,2025-06-17
3231,315??,2515,1,727.37---,2025-06-17
3232,52,2328,1,782.67,2025-06-17
3233,101,1873,1,76.75,2025-06-17
3234,278,1328,1,,2025-06-17
3235,112,1299,4,110.65,2025-06-17
3236,229,1310,2,657.87,2025-06-17
3237,162,2582,3,669.67,2025-06-17
3238,50,,1,1007.57,2025-06-17
3239,487,2807,1,237.09,2025-06-17
3240,335,2451,10,242.79,2025-06-17
3241,362,1482---,1,763.92,2025-06-17
3242,151,,4,603.39,2025-06-17
3243,326,1691,1,648.98,2025-06-17
3244,249,1577,3,386.0---,2025-06-17
3245,485,291,3,,2025-06-17
3246,430,1500,2,815.38,2025-06-17
3247,20,2397,3,100.09,2025-06-17
3248,458,,10,912.05---,2025-06-17
3249,238,952,1,875.47,2025-06-17
3250,459,1887,1,621.08,2025-06-17
3251,144,1700,2,,2025-06-17
3252,476,1349,2,234.47,2025-06-17
3253,189,1332,3,1027.84,2025-06-17
3254,425,866,5,99.98,2025-06-17
3255,378---,1142,,305.61,2025-06-17
3256,288,789,4,448.78,2025-06-17
3257,26,586,3,,2025-06-17
3258,20,2459,3,100.09,2025-06-17
3259,36,1824,3,752.87,2025-06-17
3260,475,1919,3,626.39,2025-06-17
3261,71,1337,1 ,116.08,2025-06-17
3262,283,2554---,1,363.65,2025-06-18
3263,372,2397,4,616.97,2025-06-18
3264,153,2382,4,118.03,2025-06-18
3265,382,2056 ,1,427.52,2025-06-18
3266,325,769,2,661.39,2025-06-18
3267,187,546,2,592.25,2025-06-18
3268,181,,1,508.98,2025-06-18
3269,224,827,1,835.41,2025-06-18
3270,163,1513,2,435.68,2025-06-18
3271,240,298,1,841.37,2025-06-18
3272,377,297,5,588.92,2025-06-18
3273,122,2070,1,392.48,2025-06-18
3274,498,,2,369.08,2025-06-18
3275,20,2027,20,100.09 ,2025-06-18
3276,423 ,1824,1,712.19,2025-06-18
3277,206,1991,4,401.24,2025-06-18
3278,415,1836,3,649.87,2025-06-18
3279,276,2726,4,404.73,2025-06-18
3280,355,2356,3,336.39,2025-06-18
3281,175,795??,4,842.59---,2025-06-18
3282,500,1097,1,932.15,2025-06-18
3283,290,1174,4,774.21,2025-06-18
3284,290,1112,2,774.21,2025-06-18
3285,381,1434,2??,65.2,2025-06-18
3286,89---,2096??,2,105.77,2025-06-18
3287,264,692,1---,758.53??,2025-06-18
3288,169,866,1,257.94,2025-06-18
3289,130,2699,1,839.05,2025-06-18
3290,356,2487,2,511.55,2025-06-18
3291,169,1710??,1,257.94,2025-06-18
3292,388,2933,5,379.24,2025-06-18
3293,364,345,5,531.62,2025-06-18
3294,,763,1,311.94,2025-06-18
3295,159---,2807??,3,237.25,2025-06-18
3296,160---,66,4,924.03,2025-06-18
3297,304,645,3,375.79 ,2025-06-18
3298,364,62,4,531.62,2025-06-18
3299,160 ,2480,1,924.03,2025-06-18
3300,315,548,1,727.37,2025-06-18
3301,155,1027,2,657.22,2025-06-18
3302,141,238,2,,2025-06-18
3303,,957,,191.16,2025-06-18
3304,192,1192,1,595.75,2025-06-18
3305,13,2232,2,548.34,2025-06-18
3306,142,1200,1,,2025-06-18
3307,177,1000,3,652.82,2025-06-18
3308,355,2892,2---,336.39,2025-06-18
3309,114,1557,1,583.63,2025-06-18
3310,490,915,4,None---,2025-06-18
3311,312,2425,3---,692.62,2025-06-18
3312,18,1730,1,467.06,2025-06-18
3313,339,1699,3,910.33,2025-06-18
3314,,980,1,217.33,2025-06-18
3315,288,1633,1,448.78,2025-06-18
3316,353,,4,709.75,2025-06-18
3317,,353,1,306.85,2025-06-18
3318,41 ,,2,120.07,2025-06-18
3319,201,2190,1---,199.44,2025-06-18
3320,10,1955,4,173.6,2025-06-18
3321,71,44,3,116.08,2025-06-18
3322,482,1978,5,411.28,2025-06-18
3323,67,538,3,123.92,2025-06-18
3324,103,462,3,399.04,2025-06-18
3325,419,1513,5,138.89,2025-06-18
3326,437,1630,2,873.74,2025-06-18
3327,291,1054??,1,,2025-06-18
3328,,314,2,413.2,2025-06-18
3329,28,2230,2,699.64,2025-06-18
3330,396,1413 ,3,629.9,2025-06-18
3331,444,942,1,1036.18,2025-06-18
3332,68 ,125,2,817.14,2025-06-18
3333,403,2189??,2,426.25,2025-06-18
3334,255??,2305,3,246.39,2025-06-18
3335,252,112,1,836.52,2025-06-18
3336,465,326,1,441.81 ,2025-06-18
3337,41,1596,3 ,120.07,2025-06-18
3338,326,,4,648.98,2025-06-18
3339,298,732,2,162.53,2025-06-18
3340,266,1560,3,401.69,2025-06-18
3341,350,1873,5,659.64,2025-06-18
3342,35,1316,5 ,198.91,2025-06-18
3343,348,515,1,393.07,2025-06-18
3344,134,2500,3,,2025-06-18
3345,110,2400,1,704.9??,2025-06-18
3346,444,245,2,1036.18,2025-06-18
3347,,,1,624.95,2025-06-18
3348,373,,2,186.09,2025-06-18
3349,304,1659,2,375.79,2025-06-18
3350,144,237,2,699.06,2025-06-18
3351,269,1750??,2,617.46,2025-06-18
3352,196,596,2,806.34,2025-06-18
3353,158,2822,1,872.08,2025-06-18
3354,444,2987,1,1036.18,2025-06-18
3355,449,1631,4,944.0,2025-06-18
3356,327,2652??,3,,2025-06-18
3357,394,191,2,554.78,2025-06-18
3358,113,518,2,159.84,2025-06-18
3359,452,689,1,985.54,2025-06-18
3360,386,213,3,919.81 ,2025-06-18
3361,200,2482,1,,2025-06-18
3362,133,2272,10,572.29,2025-06-18
3363,255,1513,1,246.39,2025-06-18
3364,339,1272,1,910.33,2025-06-18
3365,7,,10,378.16,2025-06-18
3366,85,793,1,181.5,2025-06-18
3367,435,1594,1,972.91,2025-06-18
3368,448,1491,5,459.14,2025-06-18
3369,329,1717,1,589.72,2025-06-18
3370,193,289,2,217.33,2025-06-18
3371,417,1346,2,195.05,2025-06-18
3372,420,2820,1,694.13,2025-06-18
3373,190,951,2,461.29,2025-06-19
3374,243,1517,2,435.09,2025-06-19
3375,7,1481,2,378.16 ,2025-06-19
3376,362,1276---,5,763.92,2025-06-19
3377,19,811,1??,386.73,2025-06-19
3378,388,2231,2,379.24,2025-06-19
3379,405,1544,10,290.54,2025-06-19
3380,365,2760,1,776.68,2025-06-19
3381,14,1889,1,546.15,2025-06-19
3382,66,1893,1,604.37 ,2025-06-19
3383,149,2758,1,487.7,2025-06-19
3384,401,2004,1,457.8,2025-06-19
3385,103,2248,2,399.04,2025-06-19
3386,280,382,1,234.31????,2025-06-19
3387,325,1681,2,661.39,2025-06-19
3388,132,1560,4,240.09??,2025-06-19
3389,308,1277??,20,281.83,2025-06-19
3390,179,2300,2,355.87,2025-06-19
3391,301,2231,2,,2025-06-19
3392,458,2492,2,912.05---,2025-06-19
3393,417,2124,1,195.05,2025-06-19
3394,185,1272,3,542.3,2025-06-19
3395,102,2366,,873.82,2025-06-19
3396,14,995,2,,2025-06-19
3397,250,2685,2,119.79,2025-06-19
3398,315,1843,5,727.37,2025-06-19
3399,,2583,3,99.98,2025-06-19
3400,323,1926,4,347.62,2025-06-19
3401,135,2497,1,1010.19,2025-06-19
3402,330,1470,3,558.84,2025-06-19
3403,,2114,5,645.12,2025-06-19
3404,438,2069,1,825.65,2025-06-19
3405,222,1944,5,681.73---,2025-06-19
3406,225,2069,2,711.78,2025-06-19
3407,360,2710,1,315.18,2025-06-19
3408,350---,1106,4,,2025-06-19
3409,184,2222,10---,707.97,2025-06-19
3410,364,2473,20,531.62,2025-06-19
3411,97,1693,5,231.74,2025-06-19
3412,307,126,1,432.28,2025-06-19
3413,476,951,3,234.47,2025-06-19
3414,288---,1761,1,448.78,2025-06-19
3415,229,165,1,657.87---,2025-06-19
3416,195,486,5,,2025-06-19
3417,139,698,3,868.35,2025-06-19
3418,488,1122,1,721.8,2025-06-19
3419,151,2057,2,603.39,2025-06-19
3420,477,94,1,168.82,2025-06-19
3421,460,1444,1,895.71,2025-06-19
3422,283,2343,5,363.65,2025-06-19
3423,448,731,1,459.14,2025-06-19
3424,145,1811,10,349.01??,2025-06-19
3425,188,1540,1,908.84,2025-06-19
3426,404,1677,5,,2025-06-19
3427,132,1199,2,,2025-06-19
3428,268,696,2,,2025-06-19
3429,270,2014 ,1,298.5 ,2025-06-19
3430,398,777,2,229.92,2025-06-19
3431,257,335,2,528.85,2025-06-19
3432,176,1372,2,475.79,2025-06-19
3433,276,774,1,404.73,2025-06-19
3434,145,109,1,349.01,2025-06-19
3435,471,2655,2,766.82,2025-06-19
3436,7,2297,,378.16,2025-06-19
3437,293,266,3,,2025-06-19
3438,247,1516,1,,2025-06-19
3439,277,1561,1,840.11,2025-06-19
3440,436,2092,4,544.14,2025-06-19
3441,429,67,3,299.59,2025-06-19
3442,413,1377,4,488.56---,2025-06-19
3443,338,,2??,187.05,2025-06-19
3444,306,2562,5,132.33,2025-06-19
3445,38,2737,3,147.85,2025-06-19
3446,311,1496,1??,713.33,2025-06-19
3447,291,2362,10,722.08,2025-06-19
3448,447,2781,2,,2025-06-19
3449,65,70,1---,508.17,2025-06-19
3450,440,1579,1,,2025-06-19
3451,157,1828,1,290.7,2025-06-19
3452,405,932,20,290.54,2025-06-19
3453,18,58,1,467.06,2025-06-19
3454,5,1690,5,201.09,2025-06-19
3455,249,2009,3,386.0---,2025-06-19
3456,,2318,5,None---,2025-06-19
3457,49,2464,4,,2025-06-19
3458,500,762,3,,2025-06-19
3459,261,718,2,982.83,2025-06-19
3460,28,1718,1,699.64,2025-06-19
3461,241,2657,1,218.0,2025-06-19
3462,434,1412,2,911.31,2025-06-19
3463,331,,,468.72,2025-06-19
3464,438,2874,2,825.65,2025-06-19
3465,373 ,173,1,186.09,2025-06-19
3466,30,1650,4,334.63,2025-06-19
3467,148,2910,5,,2025-06-19
3468,340,792,2,575.1---,2025-06-19
3469,477,2518,1,168.82,2025-06-19
3470,227,1511,,309.72,2025-06-19
3471,361,2354,1,319.21,2025-06-19
3472,128,1054,2,816.32,2025-06-19
3473,137,560,3,247.12,2025-06-19
3474,80,2067,1,402.48,2025-06-19
3475,29,515,1---,361.73,2025-06-19
3476,346,561,1,555.77,2025-06-19
3477,182,2765,1,378.55,2025-06-19
3478,172,2845,5,927.62,2025-06-19
3479,12,1602,4,,2025-06-19
3480,331,1925,2,468.72,2025-06-19
3481,27,,3,463.93,2025-06-19
3482,266,,5,401.69,2025-06-19
3483,160,2300,2,924.03,2025-06-19
3484,383,1676,3,682.42,2025-06-20
3485,244,1249,,951.6,2025-06-20
3486,263,264,1,541.16,2025-06-20
3487,150,220,1,719.4,2025-06-20
3488,71,2668,1,116.08,2025-06-20
3489,459,944??,2,621.08,2025-06-20
3490,,1364,4,103.44??,2025-06-20
3491,124,1328,1,887.58,2025-06-20
3492,322,2304,10,253.21,2025-06-20
3493,362,2426,1,763.92,2025-06-20
3494,314,2388,1,785.07,2025-06-20
3495,399,1129,2,773.65,2025-06-20
3496,25,777,1,357.09,2025-06-20
3497,174,2705,1,503.59,2025-06-20
3498,320,1549,5,438.03,2025-06-20
3499,355,2478 ,1,336.39,2025-06-20
3500,17,2619,1,1024.6,2025-06-20
3501,389,2505,4,499.35,2025-06-20
3502,60,2365,1,,2025-06-20
3503,350??,1967,2,659.64,2025-06-20
3504,299,2492,5,840.59,2025-06-20
3505,371,125,1,348.36,2025-06-20
3506,338,2998,1,187.05,2025-06-20
3507,399 ,2886,5,773.65,2025-06-20
3508,329,1378,3,,2025-06-20
3509,478,2995,3,537.53,2025-06-20
3510,208,1034??,3,529.71??,2025-06-20
3511,121,2848,1,653.67,2025-06-20
3512,255,1607,1,246.39,2025-06-20
3513,309,2007,2,645.12,2025-06-20
3514,17,2748,2,1024.6,2025-06-20
3515,434---,120,,911.31,2025-06-20
3516,13,725,3,548.34,2025-06-20
3517,289,2425,2,None??,2025-06-20
3518,38,2175,2,147.85,2025-06-20
3519,392,1827,2,,2025-06-20
3520,107,1271,1,585.54,2025-06-20
3521,89,234,5,105.77,2025-06-20
3522,152,454,2,,2025-06-20
3523,483,2365,1,259.65,2025-06-20
3524,323,320,1,347.62,2025-06-20
3525,52,2138,1,782.67,2025-06-20
3526,297,1233,2,745.77,2025-06-20
3527,38,1565,4,147.85,2025-06-20
3528,71,2417,1,116.08,2025-06-20
3529,143,2104,2,,2025-06-20
3530,324,,5,829.29,2025-06-20
3531,202,1074,5,480.12,2025-06-20
3532,71,2010,1,116.08,2025-06-20
3533,77,327,2,975.6,2025-06-20
3534,247,1029,1,,2025-06-20
3535,,1329,4,904.53,2025-06-20
3536,22,690,2---,85.88,2025-06-20
3537,207,2484,1,771.97,2025-06-20
3538,208,921,1,,2025-06-20
3539,126,2882---,2,373.76 ,2025-06-20
3540,37,2949,1,786.8,2025-06-20
3541,162,246,1,669.67,2025-06-20
3542,152---,2264,2,,2025-06-20
3543,148,1215,2,,2025-06-20
3544,116,561,5,280.21,2025-06-20
3545,412,,,628.74,2025-06-20
3546,379,2876,3,614.34,2025-06-20
3547,198,,10,213.46,2025-06-20
3548,473,2423,1,123.99,2025-06-20
3549,349,966,1,464.38,2025-06-20
3550,227,336,2,309.72,2025-06-20
3551,382,168,4,427.52,2025-06-20
3552,192,2352,3,595.75,2025-06-20
3553,134,2698,5,,2025-06-20
3554,198,1944,5,213.46,2025-06-20
3555,151,238,3,,2025-06-20
3556,464,1381,4??,,2025-06-20
3557,143,1895,1---,,2025-06-20
3558,378,2722,2,305.61,2025-06-20
3559,39,155,1,228.38,2025-06-20
3560,,,1,270.69,2025-06-20
3561,122,1574,2,392.48,2025-06-20
3562,279,1413,1,833.88,2025-06-20
3563,394,1901,1,554.78,2025-06-20
3564,78,803,3,,2025-06-20
3565,221,2335,1,981.95,2025-06-20
3566,285,774,3,535.38,2025-06-20
3567,214,837,3,225.33,2025-06-20
3568,256,106,3,418.38,2025-06-20
3569,141,828,,602.55,2025-06-20
3570,165,1368,3,709.09,2025-06-20
3571,52,2097,5,782.67,2025-06-20
3572,466,219,3,760.02,2025-06-20
3573,219,671,1,604.87,2025-06-20
3574,363,1445,1,92.9,2025-06-20
3575,153,218,1,118.03,2025-06-20
3576,69,767,3,373.1,2025-06-20
3577,468,1736,2,388.65,2025-06-20
3578,314,536,4,785.07,2025-06-20
3579,136,1980,4---,787.54,2025-06-20
3580,357,2957,1,159.21,2025-06-20
3581,109,1814,1,731.8,2025-06-20
3582,27,847,5,463.93,2025-06-20
3583,129,1744,3,392.23,2025-06-20
3584,63,1970,2,,2025-06-20
3585,435,2938,3,972.91,2025-06-20
3586,367,2990,2,503.81,2025-06-20
3587,500,1469,1,932.15,2025-06-20
3588,453,1419,1,,2025-06-20
3589,194,2107,2,154.3,2025-06-20
3590,301,1606,1,256.11,2025-06-20
3591,218,2429,2,736.29,2025-06-20
3592,456,1721,2,528.57,2025-06-20
3593,35,1474,4,198.91,2025-06-20
3594,413,1416,,488.56,2025-06-20
3595,163,1643,5,435.68,2025-06-20
3596,231,639,,585.37,2025-06-21
3597,105,1398,3,589.73,2025-06-21
3598,455,186,,167.11,2025-06-21
3599,158,2658,1,872.08,2025-06-21
3600,432,2692??,4,398.64,2025-06-21
3601,46,489,2,745.3,2025-06-21
3602,263,1177,1,541.16,2025-06-21
3603,482,292,5,411.28,2025-06-21
3604,462 ,2879,2,754.85,2025-06-21
3605,244,1688,1---,951.6,2025-06-21
3606,376,1467,2,884.87,2025-06-21
3607,75,727,2,899.45,2025-06-21
3608,392,1452,2,,2025-06-21
3609,409,1105,2,845.34,2025-06-21
3610,85??,1023,5,181.5,2025-06-21
3611,238,1511,3,875.47,2025-06-21
3612,450,,2,325.2,2025-06-21
3613,,427,4,163.35,2025-06-21
3614,142,1812??,5,858.79,2025-06-21
3615,52,1861,4,782.67,2025-06-21
3616,117,142,3 ,232.36,2025-06-21
3617,15,1864 ,2,815.2,2025-06-21
3618,443,,3,933.58,2025-06-21
3619,442,1167,5,,2025-06-21
3620,97,2183??,,231.74,2025-06-21
3621,495,488,3,533.13,2025-06-21
3622,113,,1,159.84,2025-06-21
3623,436,158,1,544.14,2025-06-21
3624,218,2089 ,1,736.29,2025-06-21
3625,246,2505,5,,2025-06-21
3626,359,21,2,93.44,2025-06-21
3627,417,989,2,195.05,2025-06-21
3628,134,1075,3,None---,2025-06-21
3629,254,2539,4,935.96,2025-06-21
3630,429,366,3,299.59,2025-06-21
3631,316,137,1,466.97,2025-06-21
3632,192,2970,3,595.75,2025-06-21
3633,208,761 ,3,529.71??,2025-06-21
3634,109,1489,3,731.8,2025-06-21
3635,349,857,1,464.38,2025-06-21
3636,,357,3,971.71---,2025-06-21
3637,230,703,4,193.39,2025-06-21
3638,390,241,4,,2025-06-21
3639,172,1512 ,1,927.62,2025-06-21
3640,444,2667,3,1036.18 ,2025-06-21
3641,272,1832,3,196.75,2025-06-21
3642,388,2111,4,379.24,2025-06-21
3643,465,204,3,441.81 ,2025-06-21
3644,413,1121,2,488.56,2025-06-21
3645,489,1129,2,334.81,2025-06-21
3646,400,2475,1,503.19,2025-06-21
3647,134,2426,2,,2025-06-21
